systemTimeStamp,timeStartup,timeGps,timeSyncIn,timeGpsPps,utcYear,utcMonth,utcDay,utcHour,utcMinute,utcSecond,utcFracsec,imuStatus,temperature,pressure,magX,magY,magZ,accelX,accelY,accelZ,gps1UtcYear,gps1UtcMonth,gps1UtcDay,gps1UtcHour,gps1UtcMinute,gps1UtcSecond,gps1UtcFracsec,gnss1NumSats,gnss1Fix,gnss1PosLat,gnss1PosLon,gnss1PosAlt,gnss1PosEcefX,gnss1PosEcefY,gnss1PosEcefY,gnss1PosUncertaintyN,gnss1PosUncertaintyE,gnss1PosUncertaintyD,yaw,pitch,roll,quatX,quatY,quatZ,quatW,insStatus,lat,lon,alt,posEcefX,posEcefY,posEcefZ,posU
3435801010376,3441626257000,1422735111725131008,3441626257000,725139000,25,2,4,20,11,33,725,16,23.330000,101.716003,0.156205,0.549672,-0.061768,6.458801,0.047620,7.345786,25,2,4,20,11,33,599,9,3,32.866369,-117.254145,-36.910000,-2455694.125111,-4767177.493445,3441499.893076,13.884095,37.162910,43.931511,73.986343,41.222721,-179.868988,0.747823,0.562882,-0.281810,0.210967,32901,32.866363,-117.254135,-37.041888,-2455693.426052,-4767178.265215,3441499.346072,4.700746
3435826322506,3441651257000,1422735111750131200,3441651257000,750139000,25,2,4,20,11,33,750,16,23.314999,101.712006,0.155978,0.548688,-0.064126,6.451676,0.035648,7.370365,25,2,4,20,11,33,599,9,3,32.866369,-117.254145,-36.910000,-2455694.125111,-4767177.493445,3441499.893076,13.884095,37.162910,43.931511,73.987709,41.224735,-179.867264,0.747815,0.562883,-0.281829,0.210969,32901,32.866363,-117.254135,-37.041271,-2455693.423723,-4767178.267438,3441499.345801,4.704479
3435851633006,3441676257000,1422735111775130880,3441676257000,775139000,25,2,4,20,11,33,775,0,23.315001,101.729004,0.156017,0.551798,-0.066082,6.457952,0.007990,7.365010,25,2,4,20,11,33,599,9,3,32.866369,-117.254145,-36.910000,-2455694.125111,-4767177.493445,3441499.893076,13.884095,37.162910,43.931511,73.987556,41.223999,-179.866821,0.747818,0.562882,-0.281827,0.210962,133,32.866363,-117.254135,-37.040648,-2455693.421387,-4767178.269676,3441499.345526,4.708220
3435875892376,3441701257000,1422735111800131072,3441701257000,800139000,25,2,4,20,11,33,800,16,23.330000,101.716003,0.155304,0.550598,-0.064635,6.439281,0.013052,7.345889,25,2,4,20,11,33,599,9,3,32.866369,-117.254145,-36.910000,-2455694.125111,-4767177.493445,3441499.893076,13.884095,37.162910,43.931511,73.986084,41.224133,-179.868652,0.747822,0.562877,-0.281822,0.210971,133,32.866363,-117.254135,-37.040092,-2455693.418988,-4767178.271891,3441499.345203,4.711219
3435901195506,3441726257000,1422735111825131264,3441726257000,825139000,25,2,4,20,11,33,825,16,23.320002,101.729004,0.154380,0.551069,-0.064168,6.429465,0.027730,7.349323,25,2,4,20,11,33,599,9,3,32.866369,-117.254145,-36.910000,-2455694.125111,-4767177.493445,3441499.893076,13.884095,37.162910,43.931511,73.987030,41.226734,-179.869263,0.747810,0.562880,-0.281834,0.210990,32901,32.866363,-117.254134,-37.039311,-2455693.416698,-4767178.274277,3441499.344981,4.715727
3435926502284,3441751256000,1422735111850130176,3441751256000,850138000,25,2,4,20,11,33,850,16,23.314999,101.712006,0.155529,0.550610,-0.063447,6.462026,0.020772,7.377153,25,2,4,20,11,33,799,9,3,32.866369,-117.254145,-36.843000,-2455694.145111,-4767177.543445,3441499.933076,13.903446,37.252289,44.047935,73.988869,41.227398,-179.868408,0.747801,0.562888,-0.281839,0.210992,32901,32.866363,-117.254134,-37.038920,-2455693.414266,-4767178.276362,3441499.344559,4.718738
3435950764358,3441776257000,1422735111875131136,3441776257000,875139000,25,2,4,20,11,33,875,0,23.309999,101.725006,0.156225,0.550616,-0.063922,6.459880,0.002594,7.337441,25,2,4,20,11,33,799,9,3,32.866369,-117.254145,-36.843000,-2455694.145111,-4767177.543445,3441499.933076,13.903446,37.252289,44.047935,73.987610,41.226902,-179.870285,0.747805,0.562886,-0.281829,0.210999,133,32.866362,-117.254134,-37.020870,-2455693.423057,-4767178.296921,3441499.343300,4.709217
3435976076747,3441801256000,1422735111900130048,3441801256000,900138000,25,2,4,20,11,33,900,16,23.330000,101.729004,0.156928,0.551345,-0.064173,6.459409,0.009875,7.383760,25,2,4,20,11,33,799,9,3,32.866369,-117.254145,-36.843000,-2455694.145111,-4767177.543445,3441499.933076,13.903446,37.252289,44.047935,73.986084,41.230228,-179.872345,0.747800,0.562874,-0.281843,0.211025,133,32.866362,-117.254134,-37.020177,-2455693.420668,-4767178.299332,3441499.342952,4.713698
3436001381784,3441826259000,1422735111925133056,3441826259000,925141000,25,2,4,20,11,33,925,16,23.320002,101.716003,0.155300,0.551090,-0.063218,6.444735,0.012085,7.366205,25,2,4,20,11,33,799,9,3,32.866369,-117.254145,-36.843000,-2455694.145111,-4767177.543445,3441499.933076,13.903446,37.252289,44.047935,73.985344,41.231781,-179.873230,0.747798,0.562869,-0.281850,0.211037,32901,32.866362,-117.254134,-37.019506,-2455693.418350,-4767178.301651,3441499.342641,4.717443
3436025696062,3441851257000,1422735111950131200,3441851257000,950139000,25,2,4,20,11,33,950,16,23.330000,101.716003,0.155766,0.551092,-0.063693,6.461099,0.016793,7.395198,25,2,4,20,11,33,799,9,3,32.866369,-117.254145,-36.843000,-2455694.145111,-4767177.543445,3441499.933076,13.903446,37.252289,44.047935,73.986588,41.233131,-179.871582,0.747792,0.562871,-0.281865,0.211036,32901,32.866362,-117.254134,-37.018919,-2455693.415897,-4767178.304003,3441499.342224,4.721193
3436051015710,3441876257000,1422735111975131136,3441876257000,975139000,25,2,4,20,11,33,975,0,23.314999,101.716003,0.156004,0.551572,-0.064177,6.461698,-0.002648,7.386411,25,2,4,20,11,33,799,9,3,32.866369,-117.254145,-36.843000,-2455694.145111,-4767177.543445,3441499.933076,13.903446,37.252289,44.047935,73.988159,41.232639,-179.869980,0.747788,0.562878,-0.281867,0.211027,133,32.866362,-117.254134,-37.018289,-2455693.413494,-4767178.306318,3441499.341904,4.724953
3436076331284,3441901257000,1422735112000131072,3441901257000,141000,25,2,4,20,11,34,0,16,23.319998,101.712006,0.156003,0.551818,-0.063468,6.457661,0.030408,7.379467,25,2,4,20,11,33,799,9,3,32.866369,-117.254145,-36.843000,-2455694.145111,-4767177.543445,3441499.933076,13.903446,37.252289,44.047935,73.987244,41.231773,-179.870300,0.747794,0.562874,-0.281861,0.211022,133,32.866362,-117.254134,-37.017682,-2455693.411142,-4767178.308638,3441499.341498,4.728720
3436100586950,3441926257000,1422735112025131008,3441926257000,25141000,25,2,4,20,11,34,25,16,23.330000,101.729004,0.155767,0.551334,-0.063460,6.452059,0.013318,7.347874,25,2,4,20,11,33,799,9,3,32.866369,-117.254145,-36.843000,-2455694.145111,-4767177.543445,3441499.933076,13.903446,37.252289,44.047935,73.988106,41.231049,-179.871094,0.747791,0.562883,-0.281851,0.211026,32901,32.866362,-117.254134,-37.017060,-2455693.408740,-4767178.310970,3441499.341138,4.732496
3436125892413,3441951256000,1422735112050131968,3441951256000,50140000,25,2,4,20,11,34,50,16,23.330000,101.729004,0.156010,0.552051,-0.064423,6.467185,0.030139,7.385093,25,2,4,20,11,34,0,9,3,32.866368,-117.254145,-36.768000,-2455694.205111,-4767177.593445,3441499.963076,13.926481,37.345970,44.165936,73.988861,41.230618,-179.870926,0.747788,0.562888,-0.281848,0.211025,32901,32.866362,-117.254134,-37.016541,-2455693.406261,-4767178.313252,3441499.340710,4.735522
